,text,label
2430,老师yarcsinx的反函数不应该是ysinx么,0
2431,看你怎么看了,1
2432,那请问该怎么看呢,3
2433,请问这个说法对不对n次方程最多有n个根,0
2434,这个怎么解啊,3
2435,答案是多少,3
2436,洛必达法则需要求导，这个好像不太容易,0
2437,都很容易,1
2438,洛必达法则或等价无穷小替换,1
2439,跟新速度请问老师曲率之后还跟新吗等了很久啦,2
2440,这个怎么解,3
2441,分子加个·x，再看分子分母最高项系数比,1
2442,请问这个怎么求,3
2443,求a，b的值,3
2444,你确定题目没抄错,1
2445,这个是要求a，b的值的么还是求出关系就行,2
2446,求教会,3
2447,可以教一下吗，感谢❁❁,3
2448,求教会,3
2449,还有这个，不会,3
2450,谢谢,0
2451,这题答案是什么,3
2452,请问一下这道题怎么写,3
2453,第四题怎么写呀，求助老师和同学们谢谢,3
2454,怎么算的呀，直接t，我有点我太难了,2
2455,x，y代进去算,1
2456,老师这题怎么做，第四题,3
2457,懂了，谢谢老师,0
2458,用微分求近视值这个怎么求啊,2
2459,我们课本中好像没有,2
2460,噢噢，谢谢,0
2461,感觉不会,3
2462,自己找个例题看下就会了,1
2463,这道题怎么写呀，求助老师和同学们谢谢,3
2464,你左右极限都算了第一个左极限为﹢∞，右极限为∞，所以极限为∞没问题第二个左极限为，右极限为答案是D没错,1
2465,谢谢,0
2466,两个点的左右极限都算出来,1
2467,老师这题怎么做,3
2468,牛逼，我懂了,0
2469,希望老师解答怎么证明arctanx的导数为x平方的倒数,2
2470,为什么sexy的平方等于tany的平方,2
2471,是secy，三角函数的那些公式自己百度，把常用的记住就行了,1
2472,谢谢,0
2473,这题选哪个，怎么做啊,3
2474,再问一个题，学霸,3
2475,懂了，多谢,0
2476,周期函数，cos，选C,1
2477,是C吗,2
2478,求大家帮忙看一下,3
2479,谢谢啦,0
2480,错题请老师帮我解答下上边的错题谢谢老师了,3
2481,但还是超级感谢你,0
2482,你不要一次放这么多，你分开放出来我倒是可以给你详解,1
2483,第题，第题还有第题还是不太懂,3
2484,我是按顺序做下来的跳过你对了的题,1
2485,分子立方差展开，约掉h，求极限,1
2486,无穷大乘以一个始终在到直接循环变化的量包含，结果无法确定，但不是无穷大,0
2487,的左极限为，右极限等于∞，所以极限不存在,1
2488,这个是第四题的么还是没太懂的左右极限都是怎么求的啊,2
2489,代进去就是,1
2490,这个是哪道题的,2
2491,平方差之后分子分母同除x¼,1
2492,这个是哪道的,3
2493,平方差之后分子分母同除x,1
2494,未定式啥结果都有可能,1
2495,函数值越来越靠近B，所以肯定存在B的情形,1
2496,求助大佬，谢谢谢谢,3
2497,第题有大佬知道怎么求这个极限吗,2
2498,答案就是x,1
2499,看清楚题目,1
2500,就是x的求导,1
2501,还有第题怎么写,3
2502,无穷小乘以有界函数等于无穷小,1
2503,常数比上无穷小等于无穷大,1
2504,能写一下看看不,3
2505,有关等价无穷小的替换关于等价无穷小的替换，是否存在如下说法两个式子相加，若后面的式子是前面式子的高阶无穷小，则可对前面式子使用等价无穷小的替换,0
2506,不是这样说，虽然结果没影响，你没懂解析的意思，首先原式分母整个为无穷小，所以需要找到它的等价无穷小来替换，等价性一直存在，能不能替换是另一回事分母前两项等价无穷小存在且最后一项是前者的高阶无穷小项，所以整个分母的等价无穷小就等于前者的等价无穷小可以自己验证看看,0
2507,也就是说若一个加式是另一个加式的高阶无穷小，则可直接忽略此加式，对另一个加式进行等价无穷小的替换,0
2508,这和你原来说的有区别吗这么跟你说吧，一个无穷小加上它的高阶无穷小后，等价无穷小不变,1
2509,不太理解这两道例题请求老师点一下,3
2510,哦，懂了，谢谢老师,0
2511,请问一下，这一题求极限怎么算,2
2512,这道呢,2
2513,谢谢老师,0
2514,这道呢,3
2515,老师，这道题怎么做呀,3
2516,谢谢老师,0
2517,这个用麦克劳林公式写出来前项怎么写,2
2518,关于反函数反函数的确定在课程中怎么没有我对求反函数不太明白,0
2519,求解答,3
2520,这道题怎么解,3
2521,题目错了，要不你给我看看原题,1
2522,题目错了,1
2523,答案是不敢相信,2
2524,我怀疑题目是不是抄错了笑哭,1
2525,是趋于吧,2
2526,答案是,1
2527,dx老师dx的含义是啥第一道例题中dx为啥等于Δx,2
2528,这是自变量的微分，正好等于自变量的增量,1
2529,第三题答案错了吧第三题应该只有两条渐近线吧，一条y，一条xe,1
2530,x,3
2531,那个题，没有图像吗,2
2532,a请问这个怎么做,3
2533,为什么这样不可以,2
2534,因为你替换后分母没求导,1
2535,我记得等价无穷小的替换一般是用乘除而不是加减,0
2536,所以在这里sinxx不可以,1
2537,等价无群小只能替换乘除，不能替换加减,1
2538,有啊，X²,1
2539,先用替换，在用等价,1
2540,分母的对数函数用等价无穷小量替换，然后分子分母用洛必达法则,1
2541,这样做,3
2542,倒数第二步，等价无穷小，好,1
2543,由倒数第三步得倒数第二步是用等价无穷小吗,2
2544,加减是不可以使用等价无穷小的,1
2545,t与y与t和y的等价无穷小只要limty不等于即可替换,1
2546,兄弟，那负号咋去的,2
2547,不是还有一个负号吗,2
2548,倒数第二步，仍是比型且有加减，好像不能用等价,1
2549,啥东西呀,2
2550,反函数老师，反函数我不太懂，不知道为什么最后用自变量与因变量来表示是那样,0
2551,大神们，看一下我这个对不对,3
2552,你最好那里那个高阶无穷小为什么从减号变成了加号，还有就是那里为什么是减高阶无穷小不应该是加吗,0
2553,加减都没有啥关系，最后都是,1
2554,既然用麦克劳林公式，就该把自然指数函数和正弦函数的前几项都写出来，然后再乘后，在加减呀这需要细心和耐心但你估计哪里算错了,1
2555,函数类型是不是可以把函数分为初等函数和分段函数两类,0
2556,求解求解求解,3
2557,老师，为什么y求导后是yy,2
2558,因为fx是复合函数，要用复合函数求导,1
2559,因为是对x求导，所以是y·y,1
2560,同学帮忙解下这道题，谢谢,3
2561,提问请问老师这道题应该用洛必达还是泰勒,2
2562,法一，等价无穷小代换很快就能得出答案法洛必达法则，有点计算量,1
2563,老师，若yx有界么有极限吗,2
2564,x是无穷的,1
2565,等价无穷小的换算等价无穷小的换算根据什么原则嘛,2
2566,同阶的才能进行换算，高阶的不能换,1
2567,同问,2
2568,求解,3
2569,求大师赐教,3
2570,请问可否更详细一些,2
2571,x趋于无穷大时，极限等于无穷小乘以有界函数等于无穷小,1
2572,怎么用两个重要极限求这两题啊,2
2573,这题怎么做呀，谢谢啦,3
2574,老师怎么做,3
2575,求第四题详细过程,3
2576,狄利克雷函数狄利克雷函数的周期性证明看不懂啊，为什么用要证明的DxrDx证明,0
2577,求极限，谢谢大家,3
2578,不知道对不对,0
2579,结果错了,1
2580,对的，就是麻烦了点,1
2581,请问具体解析,3
2582,那这题无解吗老师,2
2583,哪位好心人教一下不开窍的我,3
2584,直接替换,1
2585,为什么可以这样替换啊,2
2586,在线求大佬，谢谢您,3
2587,老师同学们，我想问下这道题，给点提示，有详细步骤就更好了题，谢谢,3
2588,谢谢,0
2589,谢谢,0
2590,这一题怎么做,3
2591,这道题该如何求解,3
2592,x趋于无穷，而x趋于无穷时Sinxx趋于,1
2593,极限为，看仔细嗷,1
2594,请问答案是这个结果是怎么得出来的,2
2595,为什么不能这么做呢,2
2596,你错在第二步，不能用线性运算,1
2597,救救孩子,2
2598,谢谢你了,0
2599,a，b对吗,2
2600,第题第题除了泰勒公式之外还能写吗,0
2601,求解啊真的谢了,3
2602,老师，这道题怎么运用等价无穷小计算啊,2
2603,写的不标准，你明白就好,0
2604,老师你好老师，令yyx，求导为什么左边变成了yx分之yx的导数了,0
2605,老师，谢谢，我自己清楚了，谢谢咯,0
2606,怎么说,2
2607,怎么个清楚法,2
2608,弧微分的公式是怎么来的,2
2609,求助,3
2610,这个怎么化,3
2611,等价无穷小,1
2612,等价无穷小替换,1
2613,无穷问题x趋向于∞，是不是指的是趋向于正无穷和负无穷像当x趋向于无穷时，二分之一的x次方是多少,0
2614,一直困惑，求解答这里的a的x次方减一为什么可以直接转化为x㏑a，都是加法也可以转化吗为什么tanxsinxx的分子就不能转化为xx,0
2615,泰勒公式没有学过,3
2616,那先不管泰勒公式，这题这样写是错的，等价无穷小替换只能是商的形式,1
2617,这个不是等价无穷小替换，应该算是泰勒公式的应用,1
2618,但写法上有点问题，应该把高阶无穷小项也写上去,1
2619,等价无穷小转化等价无穷小在什么情况下可以转化，什么情况下不能转化呢,2
2620,乘积的形式，不能用于加减,1
2621,只能是商的形式,1
2622,可以求解一下这个题目吗想要一下解答过程,3
2623,第三题的疑问第三题除了xe，y，还有什么渐近线求铅直渐近线的一般步骤是什么怎么确定那个x的值呢,0
2624,还有x趋于,1
2625,有条铅线,1
2626,可是x在e左边就没有定义了啊，为什么x这条线还有一意义呢,0
2627,求步骤,3
2628,老师能解答一下这两个解题步骤哪个是对的吗困惑我好久了谢谢,0
2629,没问题，换元有问题,2
2630,函数极限这两个解题步骤哪个是对的呀，老师能解答一下吗,0
2631,大佬帮帮忙，谢谢了,3
2632,无穷小乘以有界函数等于无穷小,1
2633,拆开最后一项,1
2634,谢谢大佬帮助，但是一题还是有点不懂,0
2635,老师为啥两种算法，结果不一样啊,0
2636,半小时也做不出了,3
2637,cos无穷小乘以无穷小²,1
2638,你还有一个没替换,1
2639,先分子平方差，然后分子分母分别运用等价无穷小替换，化简，求极限,1
2640,能详细点吗，分母怎么办啊,2
2641,老师，这个题怎么做虽然对了，但是感觉还不会，老师可以写下步骤吗,2
2642,自己去看复合函数求导法则,1
2643,非奇函数的判断都用负这一特殊值代入，B选项中f与f之和不为，为什么不是非奇函数,0
2644,为，所以是奇函数,1
2645,求教,3
2646,怎么知道的鸭,2
2647,无穷大乘以一个一直在到之间循环变化的量，结果无法确定，所以不存在,1
2648,教教我怎么写求教,3
2649,常数的极限不就是他本身吗,0
2650,真的不会了，求极限这题怎么做啊,2
2651,谢谢真的厉害,0
2652,不过你是怎么倒过来了一下,1
2653,明白了谢谢,0
2654,判断凹凸性联系第一个凹凸性有什么简便的方法去求吗,0
2655,这题思路是什么，a的第一题,2
2656,老师，请问该等价无穷小的应用错在哪儿,0
2657,应该是一吧,0
2658,没毛病啊,1
2659,不是对的吗,1
2660,求解fx的表达式，比较笨，步骤能详细点，谢谢,2
2661,求解求解求解哪位大神可以解答一下呀,2
2662,嗯谢谢你,0
2663,dx²－x为什么能换成导数乘dx,2
2664,微分的定义自己去看,1
2665,请问这道题怎么做呢,3
2666,救救孩子吧⊙o⊙,2
2667,谢谢啦,0
2668,请教老师，希望有步骤，谢谢,3
2669,硬算可以,1
2670,为什么提出X的u次方后，括号里就变成了变化的XX的u次,0
2671,看我上面提问回复,1
2672,这个怎么化,3
2673,如图，怎么解呢第第,3
2674,第题，同除于x，cosxx，sinxx都是所以结果是第题分子有理化，,1
2675,老师这个怎么做,3
2676,求间断点请问老师第题这种三个区间的间断点怎么求,0
2677,为什么是x怎么判断,0
2678,计算x的左右极限和函数值,1
2679,老师，请问一下，怎么求函数的间断点,2
2680,大神，help,3
2681,没学这个，高数老师好像把这部分内容跳过去了，说我们可以不必了解这个，我去翻书看一下，谢谢你耐心地教我，非常感谢,0
2682,你一定要学一下，这东西要经常用的,1
2683,嗯嗯，我刚自学了下,0
2684,只要把它的常见的等价无穷小记一下就可以了吗,2
2685,你没学等价无穷小吗,1
2686,为什么是这样呀，我课本上好像没有这个，这是公式还是定理呀，恳切希望教教我，万分感谢,2
2687,sinx等价无穷小为x,1
2688,洛必达法则请问这个怎么算的，有点看不懂,2
2689,那个我还是不怎么懂，请再说清晰一点，thanks,0
2690,前面不是有个X吗,1
2691,sinX等价无穷小,1
2692,洛必达法则求极限,1
2693,洛必达法则求导,1
2694,哦，好的，明白了，谢谢,0
2695,这是一个复合函数，还需要对X求导,1
2696,为什么划线的那个求导后有负号,0
2697,有什么疑惑,1
2698,直接函数与反函数,2
2699,高阶导数老师，解释一下最后一道例题的最后一步x²e的x的阶导数那一步,0
2700,做了好久，还是错了,2
2701,你现在会了吗，不好意思我回复晚了,1
2702,那个是xx³写错了,1
2703,咦，那个改成哈,1
2704,数学题，自己多分析下，为什么错了是思路问题还是计算失误还是连基本的公式，理论都不熟悉就开始了比如这题，如果你熟悉无穷小的个一般形式能很快解决不熟悉无穷小代换，用罗必达法则也能完成如果都不熟悉，建议你先花时间熟悉这两点，再开始做题吧这只是我个人建议，希望不要影响到你对数学的学习,1
2705,对，我看错了，是选A,0
2706,能不能解释一下，大佬,3
2707,数列极限定义中的两个量分别有什么限制数列极限定义中的两个量分别有什么限制,0
2708,第五题老师帮解一下第五题拜托了,3
2709,求求同学们了,2
2710,纯数学就是物理学模型——从诺贝尔奖说起\u\u诺贝尔奖的初衷是奖励那些在前一年度为人类做出卓越贡献的人最初根据诺贝尔遗嘱分设物理化学生理学或医学文学和平等五个他认为重要领域的奖项，于年首次颁发年，瑞典国家银行捐资增设瑞典国家银行纪念诺贝尔经济科学奖”，该奖于年首次颁发，人们习惯上称这个额外的奖项为经济学奖来源，百度百科\u\u诺贝尔遗嘱为什么没有设立数学奖传说的两个原因都不能合理解释一是诺贝尔情敌是一个数学家二是那个年代认为数学不重要，或者那时已有国王设立的数学贡献奖，于是没设立数学奖这两个解释不符合诺贝尔奖的初衷，\u\u实际上只有一种可能，诺贝尔不设数学奖主要是受他的科学观的影响诺贝尔遗嘱把一份奖金奖给在物理界有最重大的发现或发明的人，最合理的解释是由于他认为纯数学或数学科学就是物理学，才能为人类认识物质世界而发现，科学原理，或才能为创造发明做出杰出贡献，因此设立物理学奖就够了但是西方的现代数学的发展脱离了物质世界物质宇宙而离科学越来越远，今西方的现代数学几乎完全背离了人们认识物质世界物质宇宙的初衷或初心，这也造成人们对诺贝尔不设数学奖项的误解脱离物质世界的，虚构的数学，属于形而上学的范畴，只能做些，科学的小买卖不符合诺贝尔奖的初衷，\u\u事实上，有一种根据物质，实践，导向的公理而定量刻画，整个物质宇宙现实宇宙或现实世界以探索和求解宇宙的各种运动及其运动的，公理化，形数结合几何学形式，规律，表现的，纯理论数学，即，纯数学，或，数学科学叫做，宇宙几何学，或，物质理论科学又称为，物理，或，物理学还称为《，物的数论，》，\u\u恩格斯《反杜林论》，数，和，形，的概念不是从其他任何地方，而是从，现实世界，中得来的，纯数学，的对象是，现实世界，的空间，形，式和，数，量关系”世界统一于物质世界物质统一性原理是马克思主义哲学的基石形的本质是物，数的本质是，等画物也运动是物质的存在形式动的形是数之根，恩格斯《自然辩证法》，注意物质本身是纯粹的思想创造物和纯粹的抽象，”又确实有人认为，我们也不知道什么是物质和运动当然不知道，因为抽象的物质和运动还没有人看到或体验到只有各种不同的现实地存在的实物和运动形式才能看到或体验到实物物质无非是各种实物的总和，而这个概念就是从这一总和中抽象出来的运动无非是一切可以从感觉上感知的运动形式的总和象‘物质’和‘运动’这样的名词无非是简称，我们就用这种，简称把许多不同的可以从感觉上感知的事物，依照其共同的属性把握住因此，要不研究个别的实物和个别的运动形式，就根本不能认识物质和运动而由于认识个别的实物和个别的运动形式，我们也才认识物质和运动，本身，”华罗庚《数学的用场与发展》数学是从物理模型中抽象出来的，它包括，数，与，形，两方面的内容”更确切地说纯数学，是从现实的，物质模型，抽象出来的，物理学模型它是，宇宙，物质内容，的，科学形式，——，公理化，的，数形统一或相结合的动态几何学形式表现，表示恩格斯《自然辩证法》数学——辩证的辅助工具和表现形式”华罗庚《数学的用场与发展》对宇宙的认识还将有多么大的进展，我不知道，但可以说，每一步都是离不开数学［科学］这个［形式］工具的”因此，在诺贝尔奖中，有了物理学奖就没有必要设立数学奖因此，在诺贝尔奖中，有了物理学奖就没有必要设立数学奖，详参《，纯数学即是物理学——从诺贝尔不设数学奖说起，》，httpswwwicourseorglearnCUMCMwapForumDetailpid《物的数论》，httpsmpweixinqqcomsPHaZmJYvoMIlDGMjg诚候各位老师批评指正，作者陈江Emailcjguilin@qqcom，原文《，诺贝尔为何不设数学奖，》，httpszhuanlanzhihucomp，,0
2711,老师，我没明白公式法求导后面的集例题,2
2712,老师，这个第一项和第三项都不可以比较啊ab关于这个临界,0
2713,谢谢，我懂了，我以前一直设那个整体为一个函数,0
2714,你到底理解我的提示没有啊,1
2715,你还是写给我吧，我还是换不出来,2
2716,不是啊，在考虑拉格朗日之前，你就可以看出第一个和第三个不可比啊,1
2717,提示拉格朗日中值定理,1
2718,这个替换是怎么来的,1
2719,老师这题怎么写,3
2720,你不是都写出来了吗,1
2721,有一些不懂,3
2722,老师这题怎么写,3
2723,大神指点一下,3
2724,首先找定义域不存在的点，然后求这个点的左右极限,1
2725,左右极限怎么求,2
2726,第三题有限个无穷小相加不还是无穷小吗,2
2727,这道题不会做，求老师解答，谢谢,3
2728,问题明确点,1
2729,当x趋向于x时，怎么计算，这样分子分母不就都是零了吗,0
2730,分子分母都趋向于无穷小，无穷小除以无穷小不一定为零,1
2731,是无穷小,1
2732,老师，请问一下这是怎么转变的呀,2
2733,不是对的吗,1
2734,老师帮我看看这道题，我不明白，谢谢,3
2735,感谢,0
2736,求解根号下㎡½㎡，其中x用m代替了,1
2737,谢了,0
2738,tanx在π到π上是有界的吗,2
2739,用对数方法求导,1
2740,后来咋没e了,2
2741,思路就这样，但建议先化简，我的形式上不好看,1
2742,这一题不会写，求解,3
2743,好棒,0
2744,别先把代进去，先求n阶导数,1
2745,可以解答一下吗,3
2746,发错了,3
2747,第一步咋到第二步的,3
2748,洛必达法则学过没,1
2749,哪位大佬能解答一下吗,3
2750,这边是不是n,2
2751,微分与导数其实微分与导数有什么区别,2
2752,老师，你好，感觉他们两在运算时很像,0
2753,求大佬详解,3
2754,我想请问下框里哪里错了,2
2755,这不是第二个重要极限，sinx当x趋近于时是等于一的，与第二个极限的特征不同,1
2756,好的，谢谢,0
2757,ln,3
2758,为什么不能等价代换，lnxx,2
2759,它是无穷小吗,2
2760,别乱用,1
2761,好的，我知道了，谢谢,0
2762,分段函数有机会是初等函数吗,2
2763,有，比如，x的绝对值根号下x²,1
2764,对数函数的转换怎么弄得呀,2
2765,懂了,0
2766,除以x就等于乘以x,1
2767,老师，这两题怎么写,3
2768,那个重要极限不是要趋近于无穷的吗,2
2769,是的,1
2770,请问第二题是什么原理,2
2771,底数和指数的极限不是都直接算的出来的吗,2
2772,幂指函数可以底和指数分开求极限么,2
2773,都存在就可以,1
2774,n∧÷nnπ是怎么来的,2
2775,怎么出现tanx了ln呢，我的天啊，什么鬼操作,2
2776,鬼也不知道,3
2777,鬼得想想告诉我啊,3
2778,洛必达法则,1
2779,给的，答案不对吧,1
2780,非常正确,1
2781,我知道了，那个公式，两个重要极限公式,0
2782,答案是对的呀,1
2783,怎么出现e了，我看不懂,2
2784,怎么出现e了,2
2785,老师，想问一下为什么学完了，前面课时去没有显示呢,3
2786,老师能讲解一下这个咋做吗,3
2787,老师，这个用罗必塔法则好像求不了sinx为有界函数，值域为负到，所以我猜这个函数的极限为,0
2788,求解问题,3
2789,三角函数诱导公式,1
2790,谢谢,0
2791,没有看懂怎么化成这样的,2
2792,洛必达法则,1
2793,有没有其他方法，因为毕竟洛必达法则不是万能的,0
2794,求解问题,3
2795,ex为啥为,2
2796,这个图像怎么画啊,2
2797,为什么要除以,2
2798,老师，怎么知道第二题的左极限是什么然后，第四题给点提示,2
2799,老师，这道题怎么做,3
2800,应该用什么方法才能通分,2
2801,别光看表面,1
2802,不是说四则运算，加练乘除吗,2
2803,自己再去看定义吧,1
2804,不是因为不是四则运算成的,1
2805,我觉得也不是，又不是通过四则运算得到的,0
2806,不是，你这个是幂指函数,1
2807,求导数如图，希望老师可以作答，谢谢,3
2808,我算出来不存在驻点和不可导点,1
2809,你驻点搞错了,1
2810,我求出来的驻点是和，增减增，无穷时候极限是,1
2811,求极限请问第二小题的下面一种解法为什么出错了第一步中为什么不能直接带入x为的值计算，它不是连续有定义的吗,0
2812,谢谢老师，另外我还想问一下，做题时，x若趋于，就只能一次代入，x若趋于一个确定的数除去无穷小和无穷大就可以多次代入求极限，这种理解对吗,0
2813,另外求第三小题的解答过程,3
2814,想要知道详细的过程和每一步的依据如图，希望老师可以作答，谢谢老师,3
2815,求下列数列的极限,3
2816,导数题希望老师可以作答，谢谢老师,3
2817,极限老师，请问这个极限怎么表示啊,2
2818,我懂了谢谢老师,0
2819,求极限请问这个极限怎么求啊,3
2820,这个定理要怎样运用,2
2821,老师不讲解一下无穷小的性质吗无穷小有些相关性质好像是要求掌握的，老师不讲解一下吗,2
2822,罗尔定理的条件那条件不满足时好像也有，那怎样判断是否能用罗尔定理,0
2823,不满足就不能用，这还用说,1
2824,老师，这一节的题都不会啊，这道题怎么解啊，求助我发现课件里的例题总是直接用洛必达法则就能解出来，而习题里面直接用就求不出来,0
2825,直接用,1
2826,这道题不会啊，求解不会,3
2827,最主要的就是根式化分母，算一下，加油,1
2828,多谢多谢,0
2829,这次算出来了，之前我也是这个方法，但是求导的时候给搞错了，所以就算不出来,0
2830,不会啊,2
2831,老师这题怎么做,3
2832,无界与发散老师，为什么无界函数就一定是发散的呢，如果是这个函数是有上界无下界，然后上界存在极限，这样是什么样的呢我有点懵了,0
2833,我还是不太明白无界函数为什么就一定是发散的无界函数是发散的充分条件，谢谢老师,0
2834,你说的是数列不是函数,1
2835,无界与发散老师，为什么无界函数就一定是发散的呢，如果是这个函数是有上界无下界，然后上界存在极限，这样是什么样的呢我有点懵了,0
2836,这道练习题怎么做啊，用洛必达法则好像做不通不会是用泰勒展开式吧，后面的我还没学呢,2
2837,这样写为什么不对,3
2838,等价无穷小只能是”无穷小无穷小的形式,1
2839,为什么这个加减可以用,2
2840,都算得出就能用，有一个算不出就不能用,1
2841,挺巧妙的,0
2842,太巧妙了,0
2843,老师，这个方法太巧了，还有别的办法吗,0
2844,居然看不懂,2
2845,我真的没想到,2
2846,不会，练习题都是用学过内容就能做出来的,1
2847,麻烦老师看看这一题,3
2848,谢谢,0
2849,然后呢,3
2850,端点为什么不用再端点可导,2
2851,因为你不知道端点左导数,1
2852,因为没有必要,1
2853,是不是端点本身不可导,0
2854,不是这样说，在端点可导是指单侧可导，即左端点右导数存在或右端点左导数存在对于该定理，端点可不可导都没影响，所以不能特地的加上这个限制条件,1
2855,端点为什么不用再端点可导,2
2856,泰勒公式主要是用来解决什么问题的呢,2
2857,老师，两个商的高阶导数怎么不教呢,2
2858,除法就是乘法,1
2859,答疑老师，为什么当误差不超过∧－时，要加到呢,0
2860,上式不等式解出来的,1
2861,求大神帮我解析一下,3
2862,第一题第二题怎么写呀,3
2863,，不好意思，草稿纸有点乱，我圈出来啦,1
2864,谢谢你≧∇≦,0
2865,请问第二行ddt是什么呀,2
2866,y对t求导,1
2867,谢谢，很棒,0
2868,求解答隐函数的二阶导数怎么求，具体步骤，第题,2
2869,求解答,3
2870,第四题为什么,3
2871,一个不连续的函数和一个连续函数相加就是不连续的呀,1
2872,没有人来解答一下嘛，真心不会,2
2873,这题到底是为啥嘛,2
2874,求回答，这道题的过程是怎么变形的谢谢谢谢谢,2
2875,老师这道题怎么做啊,2
2876,老师请问这道题怎么解啊,2
2877,x等于时分母为，x等于时，没有负数次方，故这两个点不可导,1
2878,x的时候为什么分母是零啊，不应该是吗,0
2879,他说错了,1
2880,老师你好，这两道题是后面测试里的，这两道题不会做，麻烦给解决一下吧非常感谢╰︶╯,3
2881,会了，谢谢老师ooo,0
2882,函数收敛的性质第四题为什么选D可以解释一下BD吗,2
2883,B的话也行,1
2884,好滴谢谢,0
2885,k阶无穷小为什么取六分之一,2
2886,我懂了谢谢,0
2887,你不是写了c≠,1
2888,这是为什么,3
2889,谢谢啦,0
2890,能给我讲一下书写步骤吗,3
2891,这是个倒数，你可以参考一下课本五十页的重要极限,1
2892,这两个怎么算,3
2893,第一个sin\\x是有界函数，x的平方÷sinx的绝对值是无情小股答案为,0
2894,老师这个题应该怎么分析呀,2
2895,这道题老师,3
2896,左极限右极限,1
2897,怎么得出来的,2
2898,怎么说,3
2899,老师，为甚么答案是分之，不会,3
2900,遇到个极限的问题,2
2901,试做一下,1
2902,第二题得用泰勒公式,1
2903,不能用重要极限是因为用完之后还是求不出极限,1
2904,或者说是极限不存在,1
2905,第二题我们还没学到洛必达，别的法也不会,2
2906,老师，第一题怎么做,3
2907,括号内平方差公式，化简后分子分母同除x，化简后求极限,1
2908,求函数极限这样做对吗,0
2909,老师这个怎么做啊求提示解题过程,3
2910,直接通分就好了,1
2911,谢谢,0
2912,函数极限定义，今天做题的时候突然觉得自己对于函数极限定义有点模糊，希望老师和同学们能够帮忙解答一下谢谢啦,2
2913,可以这么说,1
2914,只是两者有连系，一方的值确定之后，另一方就只能取一定范围内的值,1
2915,关于最后一个例题的疑问如果在x左右极限相同，但极限值与fx不同，那是否存在极限呢,0
2916,存在，等不等于函数值只是表明连不连续,1
2917,拉格朗日型余项C塔x为什么c塔x的取值范围在到之间,0
2918,老师，为什么这个题不可以这样做啊,2
2919,为什么这样不行啊,3
2920,这样应该可以啊,1
2921,额，你的sin不抄回来的吗,1
2922,抄仔细,1
2923,sinx的极限问题问题对于A，可令ux，则x→相当于u→，那么xsinx可以化成sinuu而书中讲到sinuu当u→时极限为，故我认为A选项存在不当,0
2924,这个怎么做,3
2925,直接求导不就行了,1
2926,老师，这道题不会老师，求极限这道题怎么做,3
2927,先平方差，再分子分母同除x,1
2928,向老师求助请老师帮忙解答一下这三道题,3
2929,就都洛必达法则，别怕麻烦，注意化简,1
2930,那跟我讲一下中间那一道吧，我算出来答案是,0
2931,计算错误尽量自己解决,1
2932,老师你好，我在做单元测试题，上面说做完三次之后可以看解析，为做完三次之后，看不到解析，能给解决一下吗,2
2933,根号里面≥lg,1
2934,没解析的,3
2935,嗯呢好的，谢谢你,0
2936,老师，这道题是不是有问题，n没说是整数啊,2
2937,是不严谨，你就默认n是正整数好了，不确定的时候根据答案来猜测出题人的意图，由此判断n是否是正整数,1
2938,这种题目不用太在意，自己清楚都会就行了，正规考试肯定都会明确告诉你的,1
2939,为啥不能呢求讲解,3
2940,这个法则非常重要,1
2941,老师，课件可以下载吗,3
2942,这道题用拉格朗日中值定理怎么做给下步骤，谢谢,2
2943,看到了，谢谢,0
2944,看到了，谢谢,0
2945,老师，请问这题怎么写,3
2946,洛必达法则,1
2947,请问能不能详细点为什么就等于上面的式子了,2
2948,洛必达法则自己去了解一下，就是对于未定式可以分子分母先分别求导后再求极限,1
2949,对于未定式如果不用洛必达，就得想办法把分母的零因子化掉，就像你上面写的换元也可以,1
2950,OK，谢谢你,0
2951,用了等价无穷小,1
2952,可惜洛必达还没学，不过谢谢啦,0
2953,老师您好请问老师这一节期末考试会考吗我记得以前老师没讲，谢谢老师了,2
2954,老师您好请问老师这一节期末考试会考吗,2
2955,这道题有点难怎么做,3
2956,为什么是x趋近于呢,2
2957,你不看题目的吗,3
2958,只有在取极限的时候才是无穷小,1
2959,不好意思，被高数整得有点懵,2
2960,老师，这道题怎么做,3
2961,老师，请问这道题怎么做,3
2962,我知道了，要同时有上界和下界,0
2963,第一小问x趋于是是有界的呀,1
2964,有界无界得看整个区间,1
2965,是的，我知道了,0
2966,余弦函数的值始终在到之间周期变化包含,1
2967,求极限拜托老师解答，谢谢老师,3
2968,把除了fx的部分都移项到等号右边,1
2969,函数在一点处的连续性定义老师您好，我想请问一下图片中画波浪线部分是什么意思谢谢,2
2970,在以该点为中心的开区间是定义区间，定义区间是指包含着定义域内的区间,1
2971,老师，你好，请问这道题怎么做呀,3
2972,利用夹逼准则,1
2973,第二行最左端化错了,1
2974,以最右端为例，求极限时分子分母同除n，得到,1
2975,谢谢老师,0
2976,放大分子不变，分母都写成最后一项的分母，缩小分子不变，分母都写成第一项的分母,1
2977,这个怎么做，要过程谢谢题第一个,3
2978,这个怎么写啊，请写步骤，谢谢,3
2979,请问这个转换对吗谢谢解答,3
2980,可以，注意前提是x趋于,2
2981,老师这个题的二阶导怎么不是t的导数呢,0
